GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC05_EST_VC07,HC05_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC05_EST_VC10,HC05_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC05_EST_VC11,HC05_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC04_EST_VC12,HC04_MOE_VC12,HC05_EST_VC12,HC05_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC05_EST_VC13,HC05_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC05_EST_VC15,HC05_MOE_VC15,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC05_EST_VC18,HC05_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC05_EST_VC19,HC05_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20,HC05_EST_VC20,HC05_MOE_VC20,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC04_EST_VC23,HC04_MOE_VC23,HC05_EST_VC23,HC05_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC04_EST_VC24,HC04_MOE_VC24,HC05_EST_VC24,HC05_MOE_VC24,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC04_EST_VC27,HC04_MOE_VC27,HC05_EST_VC27,HC05_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC04_EST_VC28,HC04_MOE_VC28,HC05_EST_VC28,HC05_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC04_EST_VC29,HC04_MOE_VC29,HC05_EST_VC29,HC05_MOE_VC29,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC04_EST_VC32,HC04_MOE_VC32,HC05_EST_VC32,HC05_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC04_EST_VC33,HC04_MOE_VC33,HC05_EST_VC33,HC05_MOE_VC33
1400000US08005006711,8005006711,"Census Tract 67.11, Arapahoe County, Colorado",1452,49,1057,91,60,45,104,65,231,60,2.76,0.14,3.14,0.18,2.1,0.28,3.06,0.71,1.03,0.05,1221,67,1057,91,60,45,104,65,(X),(X),3.04,0.16,3.1,0.18,2.1,0.28,2.97,0.73,(X),(X),487,69,390,69,51,44,46,31,(X),(X),18.1,9.5,22.6,11.5,0,41.5,0,43.7,(X),(X),18.3,8.2,18.7,9.9,13.7,24.2,19.6,28.1,(X),(X),63.7,11.1,58.7,13.3,86.3,24.2,80.4,28.1,(X),(X),1452,49,1057,91,60,45,104,65,231,60,38.8,4.8,40.9,6.4,85,27.2,76.9,24.2,0,13.1,45.2,5.5,39.7,5.6,15,27.2,45.2,33.4,78.4,13.3,15.4,4,(X),(X),(X),(X),(X),(X),97,4.9,8.3,3.3,(X),(X),(X),(X),(X),(X),52.4,15.3,0.6,0.9,(X),(X),(X),(X),(X),(X),(X),(X),0.5,0.8,(X),(X),(X),(X),(X),(X),(X),(X),100,2.2,100,3,100,38.3,100,26.3,100,13.1,0,2.2,0,3,0,38.3,0,26.3,0,13.1,0,2.2,0,3,0,38.3,0,26.3,0,13.1,93.7,3,93.9,3.5,83.3,27.7,92.3,13.4,95.7,7,6.3,3,6.1,3.5,16.7,27.7,7.7,13.4,4.3,7
1400000US08005006712,8005006712,"Census Tract 67.12, Arapahoe County, Colorado",486,55,381,62,22,20,27,22,56,36,2.83,0.26,3.1,0.3,2.77,0.83,2.63,0.5,1.09,0.14,430,59,381,62,22,20,27,22,(X),(X),3.05,0.27,3.1,0.3,2.77,0.83,2.63,0.5,(X),(X),136,42,109,40,11,13,16,17,(X),(X),0,21.1,0,25.3,0,89.4,0,74.1,(X),(X),23.5,18.9,29.4,22.2,0,89.4,0,74.1,(X),(X),76.5,18.9,70.6,22.2,100,89.4,100,74.1,(X),(X),486,55,381,62,22,20,27,22,56,36,28,8.2,28.6,10.5,50,48.7,59.3,44.1,0,39.6,57.2,7.3,58,8.4,50,48.7,7.4,14.2,78.6,23.8,10.7,7,(X),(X),(X),(X),(X),(X),92.9,12.8,3.9,3.9,(X),(X),(X),(X),(X),(X),33.9,28.9,0,6.5,(X),(X),(X),(X),(X),(X),(X),(X),0.8,1.3,(X),(X),(X),(X),(X),(X),(X),(X),69.5,8.7,69.3,10.5,90.9,25.8,59.3,46.4,67.9,26.7,30.5,8.7,30.7,10.5,9.1,25.8,40.7,46.4,32.1,26.7,0,6.5,0,8.2,0,63.2,0,57.1,0,39.6,88.3,8.6,90,10.5,100,63.2,59.3,46.4,85.7,20.2,11.7,8.6,10,10.5,0,63.2,40.7,46.4,14.3,20.2
1400000US08005006713,8005006713,"Census Tract 67.13, Arapahoe County, Colorado",711,46,223,59,40,41,44,33,404,72,1.89,0.22,2.55,0.28,3.35,1.24,2.11,0.4,1.35,0.18,307,73,223,59,40,41,44,33,(X),(X),2.59,0.3,2.55,0.28,3.35,1.24,2.11,0.4,(X),(X),91,37,69,37,8,18,14,14,(X),(X),47.3,26.2,50.7,29.4,100,100,0,79.3,(X),(X),11,16.4,14.5,22.1,0,100,0,79.3,(X),(X),41.8,24,34.8,27.6,0,100,100,79.3,(X),(X),711,46,223,59,40,41,44,33,404,72,12.8,5.1,30.9,15.7,20,45.2,31.8,29.4,0,7.7,4.8,2.5,1.3,2.2,12.5,24.8,6.8,10,5.7,4,43.3,9.9,(X),(X),(X),(X),(X),(X),76.2,11,2,1.3,(X),(X),(X),(X),(X),(X),3.5,2.4,0,4.5,(X),(X),(X),(X),(X),(X),(X),(X),4.6,3.8,(X),(X),(X),(X),(X),(X),(X),(X),1.8,2,3.1,5.7,0,46.9,0,44.7,1.5,2.3,98.2,2,96.9,5.7,100,46.9,100,44.7,98.5,2.3,0,4.5,0,13.5,0,46.9,0,44.7,0,7.7,0,4.5,0,13.5,0,46.9,0,44.7,0,7.7,100,4.5,100,13.5,100,46.9,100,44.7,100,7.7
1400000US08005006808,8005006808,"Census Tract 68.08, Arapahoe County, Colorado",1799,57,1526,91,65,49,87,47,121,50,3.13,0.16,3.27,0.17,3.18,0.89,3.1,0.52,1.33,0.3,1678,63,1526,91,65,49,87,47,(X),(X),3.26,0.15,3.27,0.17,3.18,0.89,3.1,0.52,(X),(X),956,97,811,110,58,47,87,47,(X),(X),14.5,6.7,17.1,7.7,0,38.9,0,30.2,(X),(X),9.5,6,7.3,5.3,0,38.9,36.8,35.5,(X),(X),75.9,8.1,75.6,8.8,100,38.9,63.2,35.5,(X),(X),1799,57,1526,91,65,49,87,47,121,50,53.1,5.2,53.1,5.9,89.2,20.6,100,30.2,0,23.3,31.7,4,30.9,4.8,24.6,27.2,0,30.2,69.4,21.1,5.4,2.4,(X),(X),(X),(X),(X),(X),81,14.4,2.9,1.7,(X),(X),(X),(X),(X),(X),43.8,19.3,0.4,0.7,(X),(X),(X),(X),(X),(X),(X),(X),0,1.8,(X),(X),(X),(X),(X),(X),(X),(X),100,1.8,100,2.1,100,36.7,100,30.2,100,23.3,0,1.8,0,2.1,0,36.7,0,30.2,0,23.3,0,1.8,0,2.1,0,36.7,0,30.2,0,23.3,93,3.3,94.4,4.1,100,36.7,63.2,35.5,92.6,10.5,7,3.3,5.6,4.1,0,36.7,36.8,35.5,7.4,10.5
1400000US08005006815,8005006815,"Census Tract 68.15, Arapahoe County, Colorado",1785,79,790,124,90,59,209,83,696,140,2.5,0.2,3.34,0.24,3.01,0.95,3.31,0.64,1.25,0.11,1089,122,790,124,90,59,209,83,(X),(X),3.21,0.23,3.34,0.24,2.86,0.77,2.88,0.47,(X),(X),584,98,447,98,79,59,58,46,(X),(X),8.7,5.7,9.2,6.6,12.7,22.2,0,38.9,(X),(X),25.2,8.9,22.6,11.6,48.1,38.9,13.8,24.2,(X),(X),66.1,10.2,68.2,13.5,39.2,39.9,86.2,24.2,(X),(X),1785,79,790,124,90,59,209,83,696,140,35.9,5.3,56.6,8.5,93.3,14.2,52.2,25.2,0,4.6,19.6,4.1,26.3,7.3,6.7,14.2,30.1,19.2,10.3,6.1,30.8,6.8,(X),(X),(X),(X),(X),(X),78.9,9.3,1.4,1.2,(X),(X),(X),(X),(X),(X),3.6,3.1,0,1.8,(X),(X),(X),(X),(X),(X),(X),(X),4.3,2.6,(X),(X),(X),(X),(X),(X),(X),(X),41.5,4.3,68.1,9.1,15.6,20.9,30.6,17.1,17.8,7,57.5,4.2,31.9,9.1,84.4,20.9,60.8,19,82.2,7,1,1.3,0,4,0,29.4,8.6,11.5,0,4.6,45.1,4.8,64.1,11.1,0,29.4,47.8,20.9,28.6,9.8,54.9,4.8,35.9,11.1,100,29.4,52.2,20.9,71.4,9.8
1400000US08005006854,8005006854,"Census Tract 68.54, Arapahoe County, Colorado",1041,77,518,76,0,12,29,29,494,97,2.26,0.16,3.2,0.25,-,**,3.17,0.41,1.23,0.13,547,77,518,76,0,12,29,29,(X),(X),3.13,0.26,3.15,0.26,-,**,2.76,0.56,(X),(X),258,59,229,60,0,12,29,29,(X),(X),7.8,7.2,8.7,8.3,-,**,0,55.1,(X),(X),4.7,6.1,5.2,6.7,-,**,0,55.1,(X),(X),87.6,9.1,86,10.1,-,**,100,55.1,(X),(X),1041,77,518,76,0,12,29,29,494,97,24.8,5.9,44.2,11.5,-,**,100,55.1,0,6.4,31,6.1,27.8,8.9,-,**,0,55.1,36.2,11.2,38.4,7.5,(X),(X),(X),(X),(X),(X),81,10.4,12.8,5.2,(X),(X),(X),(X),(X),(X),26.9,10.1,3,3.9,(X),(X),(X),(X),(X),(X),(X),(X),2.1,2,(X),(X),(X),(X),(X),(X),(X),(X),45.4,6.8,72,9.7,-,**,62.1,44.8,16.6,8.3,54.6,6.8,28,9.7,-,**,37.9,44.8,83.4,8.3,0,3.1,0,6.1,-,**,0,55.1,0,6.4,46,6.8,68,9.8,-,**,31,45.2,23.9,10.7,54,6.8,32,9.8,-,**,69,45.2,76.1,10.7
1400000US08005006855,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",1919,69,1229,140,49,51,201,82,440,120,2.78,0.16,3.23,0.19,2.43,0.36,3.43,0.55,1.25,0.22,1479,135,1229,140,49,51,201,82,(X),(X),3.21,0.17,3.22,0.19,2.24,0.27,3.37,0.54,(X),(X),760,103,608,93,9,15,143,78,(X),(X),8.2,6.7,10.2,7.9,0,98.9,0,20.2,(X),(X),16.7,8.5,20.9,10.6,0,98.9,0,20.2,(X),(X),75.1,10.8,68.9,13,100,98.9,100,20.2,(X),(X),1919,69,1229,140,49,51,201,82,440,120,41.9,4.5,51.1,7,18.4,38.2,83.1,17.9,0,7.1,27.2,4.8,27.2,6.6,0,42.4,9,10.2,38.6,15.4,18.6,6.6,(X),(X),(X),(X),(X),(X),81.1,16,4.3,3.6,(X),(X),(X),(X),(X),(X),18.6,14.4,0,1.7,(X),(X),(X),(X),(X),(X),(X),(X),2.4,1.9,(X),(X),(X),(X),(X),(X),(X),(X),82.9,4.8,90.6,6.4,81.6,38.2,66.7,21.2,68.9,13.7,17.1,4.8,9.4,6.4,18.4,38.2,33.3,21.2,31.1,13.7,0,1.7,0,2.6,0,42.4,0,14.9,0,7.1,78,4.9,84.3,7.4,18.4,32.8,77.6,16.8,67,14.1,22,4.9,15.7,7.4,81.6,32.8,22.4,16.8,33,14.1
1400000US08005006856,8005006856,"Census Tract 68.56, Arapahoe County, Colorado",3201,188,1227,219,290,163,383,173,1301,290,2.18,0.16,2.86,0.23,2.56,0.38,2.94,0.37,1.23,0.1,1900,259,1227,219,290,163,383,173,(X),(X),2.78,0.16,2.86,0.23,2.31,0.25,2.91,0.37,(X),(X),867,189,485,143,113,92,269,144,(X),(X),30.8,12.1,41.6,17.1,14.2,22.6,18.2,17.8,(X),(X),12.7,8.9,18.8,12.4,0,24.6,7.1,12.4,(X),(X),56.5,15.2,39.6,18.2,85.8,22.6,74.7,23.1,(X),(X),3201,188,1227,219,290,163,383,173,1301,290,27.1,6.1,39.5,9.9,39,28.4,70.2,23.5,0,2.5,8.8,3.8,13,5.8,0,10.6,12.8,14.7,5.6,4.6,33.1,7.6,(X),(X),(X),(X),(X),(X),81.6,7.9,1.5,1.7,(X),(X),(X),(X),(X),(X),3.6,3.9,0.3,0.6,(X),(X),(X),(X),(X),(X),(X),(X),4.3,2.6,(X),(X),(X),(X),(X),(X),(X),(X),31.5,5.7,36.6,9.8,22.4,19.5,18.8,17.8,32.4,10.6,68.5,5.7,63.4,9.8,77.6,19.5,81.2,17.8,67.6,10.6,0,1,0,2.6,0,10.6,0,8.1,0,2.5,40.8,5.9,48.8,10.1,15.9,18.3,22.2,17,44.2,12.7,59.2,5.9,51.2,10.1,84.1,18.3,77.8,17,55.8,12.7
1400000US08005006857,8005006857,"Census Tract 68.57, Arapahoe County, Colorado",883,37,662,54,0,12,11,14,210,51,2.45,0.18,2.87,0.2,-,**,3.09,1.12,1.1,0.11,673,55,662,54,0,12,11,14,(X),(X),2.87,0.19,2.87,0.2,-,**,3.09,1.12,(X),(X),257,41,252,41,0,12,5,9,(X),(X),17.9,11.5,18.3,11.8,-,**,0,100,(X),(X),10.1,7.8,10.3,7.9,-,**,0,100,(X),(X),72,12.5,71.4,12.8,-,**,100,100,(X),(X),883,37,662,54,0,12,11,14,210,51,29.1,4.3,38.1,5.3,-,**,45.5,54.5,0,14.3,38.4,6.1,38.7,7.6,-,**,0,89.4,39.5,16.8,21.4,4.9,(X),(X),(X),(X),(X),(X),90,10.9,2.8,2.9,(X),(X),(X),(X),(X),(X),11.9,12.1,0.5,0.8,(X),(X),(X),(X),(X),(X),(X),(X),1.9,2.7,(X),(X),(X),(X),(X),(X),(X),(X),83.1,3.8,97.7,2.5,-,**,100,89.4,36.2,13.9,16.9,3.8,2.3,2.5,-,**,0,89.4,63.8,13.9,0,3.6,0,4.8,-,**,0,89.4,0,14.3,89.2,4.6,95.6,2.9,-,**,100,89.4,68.6,19,10.8,4.6,4.4,2.9,-,**,0,89.4,31.4,19
1400000US08005006858,8005006858,"Census Tract 68.58, Arapahoe County, Colorado",2626,140,557,129,79,59,228,100,1762,230,1.68,0.13,2.67,0.22,2.87,0.21,3.11,0.66,1.13,0.09,864,160,557,129,79,59,228,100,(X),(X),2.73,0.22,2.67,0.22,2.42,0.32,2.99,0.64,(X),(X),457,125,197,86,49,47,211,100,(X),(X),17.1,12,39.6,23.3,0,42.4,0,14.2,(X),(X),12.7,11,29.4,23.4,0,42.4,0,14.2,(X),(X),70.2,14.3,31,22.2,100,42.4,100,14.2,(X),(X),2626,140,557,129,79,59,228,100,1762,230,17.4,4.9,35.4,11.9,62,36.5,92.5,9.9,0,1.8,19.6,5.3,28.2,9.7,16.5,25.6,7.5,9.9,18.7,7.6,59.6,7.6,(X),(X),(X),(X),(X),(X),88.9,6.8,6.9,2.8,(X),(X),(X),(X),(X),(X),10.3,4.1,0.6,1,(X),(X),(X),(X),(X),(X),(X),(X),6.4,3.8,(X),(X),(X),(X),(X),(X),(X),(X),16.5,5.3,33.9,11.9,0,32.4,33.3,25.4,9.5,6.7,81.8,5.9,66.1,11.9,100,32.4,66.7,25.4,87.9,7.7,1.8,2.9,0,5.7,0,32.4,0,13.3,2.7,4.3,18.8,5.3,26.4,11.1,0,32.4,10.5,12.1,18.3,6.7,81.2,5.3,73.6,11.1,100,32.4,89.5,12.1,81.7,6.7
1400000US08005007101,8005007101,"Census Tract 71.01, Arapahoe County, Colorado",1908,85,1319,100,83,55,63,33,443,86,2.64,0.15,3.02,0.16,3.72,0.61,3.4,0.54,1.18,0.09,1465,91,1319,100,83,55,63,33,(X),(X),3.06,0.15,3.02,0.16,3.6,0.56,3.21,0.59,(X),(X),513,87,431,98,59,52,23,22,(X),(X),28.1,12.5,24.6,10.4,64.4,46.8,0,61.8,(X),(X),27.5,11.4,29.7,12.6,8.5,16.5,34.8,47.1,(X),(X),44.4,11.3,45.7,12.1,27.1,42.6,65.2,47.1,(X),(X),1908,85,1319,100,83,55,63,33,443,86,30.3,4.8,35.9,6.8,89.2,13.2,47.6,26.4,0,7.1,37.4,5.1,37.2,6.2,14.5,17.5,38.1,24.9,42.2,11.2,20.6,4.1,(X),(X),(X),(X),(X),(X),88.9,5.5,7.3,2.6,(X),(X),(X),(X),(X),(X),31.4,10.2,0.2,0.3,(X),(X),(X),(X),(X),(X),(X),(X),1.7,1.1,(X),(X),(X),(X),(X),(X),(X),(X),79.6,4.2,86,4.7,95.2,8.7,73,23.9,58.5,12.8,5.6,3.1,0.5,0.8,0,31.3,0,37.3,22.3,11.3,14.9,3.4,13.5,4.6,4.8,8.7,27,23.9,19.2,11,78.5,4.3,86.1,4.9,94,10,100,37.3,50.1,11,21.5,4.3,13.9,4.9,6,10,0,37.3,49.9,11
1400000US08005007103,8005007103,"Census Tract 71.03, Arapahoe County, Colorado",558,46,392,63,0,12,29,24,137,60,2.99,0.37,3.47,0.39,-,**,4.48,2.18,1.31,0.21,421,64,392,63,0,12,29,24,(X),(X),3.52,0.33,3.47,0.39,-,**,4.17,2.42,(X),(X),179,68,172,66,0,12,7,11,(X),(X),8.4,10.3,8.7,10.8,-,**,0,100,(X),(X),0,16.5,0,17.1,-,**,0,100,(X),(X),91.6,10.3,91.3,10.8,-,**,100,100,(X),(X),558,46,392,63,0,12,29,24,137,60,33.2,11.7,45.4,13.4,-,**,24.1,36.1,0,20.9,34.6,9.3,33.9,10.1,-,**,58.6,47.4,31.4,24.7,19.5,9.9,(X),(X),(X),(X),(X),(X),79.6,15.8,6.1,6.2,(X),(X),(X),(X),(X),(X),24.8,23,0.9,1.7,(X),(X),(X),(X),(X),(X),(X),(X),2.2,2.3,(X),(X),(X),(X),(X),(X),(X),(X),98.2,2.2,98,2.9,-,**,93.1,21.4,100,20.9,0,5.7,0,8,-,**,0,55.1,0,20.9,1.8,2.2,2,2.9,-,**,6.9,21.4,0,20.9,91.8,5.7,91.8,6.8,-,**,51.7,48.2,100,20.9,8.2,5.7,8.2,6.8,-,**,48.3,48.2,0,20.9
1400000US08005007104,8005007104,"Census Tract 71.04, Arapahoe County, Colorado",1564,89,1219,118,45,34,74,45,226,93,3.16,0.28,3.43,0.27,3.27,0.58,5.23,1.18,1.04,0.06,1338,118,1219,118,45,34,74,45,(X),(X),3.4,0.25,3.39,0.25,3.09,0.4,3.66,1.28,(X),(X),749,161,688,155,16,18,45,40,(X),(X),50.6,15.1,54.1,15.5,0,74.1,15.6,36.4,(X),(X),14.8,7.6,16.1,8.1,0,74.1,0,44.2,(X),(X),34.6,14.1,29.8,13.7,100,74.1,84.4,36.4,(X),(X),1564,89,1219,118,45,34,74,45,226,93,50.5,9.6,59.1,10.8,35.6,35.6,71.6,29.5,0,13.4,23.7,7.9,21,8.6,46.7,38.2,28.4,29.5,32.3,18.8,13.9,5.9,(X),(X),(X),(X),(X),(X),96,6.1,4.1,2.7,(X),(X),(X),(X),(X),(X),28.3,17.3,0,2.1,(X),(X),(X),(X),(X),(X),(X),(X),3.8,3,(X),(X),(X),(X),(X),(X),(X),(X),84.7,8.4,85.3,10.3,100,44.2,60.8,45.8,86.3,18.2,13.3,8.1,12.1,10,0,44.2,39.2,45.8,13.7,18.2,2,3,2.5,3.9,0,44.2,0,33.8,0,13.4,65.9,8,64.5,9.8,86.7,22.6,60.8,45.8,71.2,20.3,34.1,8,35.5,9.8,13.3,22.6,39.2,45.8,28.8,20.3
1400000US08005007105,8005007105,"Census Tract 71.05, Arapahoe County, Colorado",1313,155,862,144,110,88,93,66,248,110,2.73,0.19,3.02,0.22,2.47,0.59,4.01,0.65,1.38,0.27,1065,150,862,144,110,88,93,66,(X),(X),2.98,0.18,3.02,0.22,2.3,0.29,3.38,0.57,(X),(X),437,125,339,115,49,62,49,47,(X),(X),18.8,13.7,14.5,11.3,67.3,65.6,0,42.4,(X),(X),17.2,9.2,22.1,12.7,0,42.4,0,42.4,(X),(X),64.1,16.5,63.4,16.8,32.7,65.6,100,42.4,(X),(X),1313,155,862,144,110,88,93,66,248,110,37.5,8.8,41.8,10.2,44.5,41.8,66.7,31.3,8.5,9.4,28.2,7.1,21,7.8,32.7,36.6,20.4,26.5,54,26.9,14.3,6.4,(X),(X),(X),(X),(X),(X),75.8,18.7,2.8,2.7,(X),(X),(X),(X),(X),(X),14.9,14.3,1.9,2.9,(X),(X),(X),(X),(X),(X),(X),(X),0,2.4,(X),(X),(X),(X),(X),(X),(X),(X),71.4,6.6,73.7,8.9,62.7,37.9,25.8,29.6,84.3,18.5,3.1,3.8,1.3,1.8,0,25.2,0,28.7,12.1,18.1,25.5,6.3,25.1,9.1,37.3,37.9,74.2,29.6,3.6,6.4,87.1,6.7,91.5,6.6,85.5,27.6,46.2,36.2,87.9,18.1,12.9,6.7,8.5,6.6,14.5,27.6,53.8,36.2,12.1,18.1
1400000US08005007106,8005007106,"Census Tract 71.06, Arapahoe County, Colorado",1528,129,1098,117,18,21,179,103,233,104,3.05,0.22,3.37,0.16,2.94,0.36,3.59,0.53,1.13,0.12,1295,140,1098,117,18,21,179,103,(X),(X),3.32,0.14,3.37,0.16,2.44,0.74,3.15,0.29,(X),(X),805,142,672,112,18,21,115,98,(X),(X),27.5,12.5,24.4,11.2,0,69.9,49.6,43.1,(X),(X),18,10.2,21.6,11.7,0,69.9,0,24.3,(X),(X),54.5,12.5,54,13,100,69.9,50.4,43.1,(X),(X),1528,129,1098,117,18,21,179,103,233,104,55.8,7.6,62.3,6.8,100,69.9,83.8,19,0,13,15.2,3.6,16,4.6,0,69.9,5.6,10.1,20.2,13.2,13.5,6.2,(X),(X),(X),(X),(X),(X),88.4,10.5,2.3,1.6,(X),(X),(X),(X),(X),(X),15,10.1,0,2.1,(X),(X),(X),(X),(X),(X),(X),(X),5.4,3.5,(X),(X),(X),(X),(X),(X),(X),(X),95.7,2.9,96.8,3.4,50,50,93.9,9.9,95.7,7.3,4.3,2.9,3.2,3.4,50,50,6.1,9.9,4.3,7.3,0,2.1,0,2.9,0,69.9,0,16.5,0,13,89.5,6.5,94,4.4,100,69.9,72.6,36.2,80.3,11.7,10.5,6.5,6,4.4,0,69.9,27.4,36.2,19.7,11.7
1400000US08005007107,8005007107,"Census Tract 71.07, Arapahoe County, Colorado",1785,103,1295,93,70,54,113,60,307,113,3.24,0.22,3.65,0.25,2.96,0.52,4.47,0.87,1.12,0.14,1478,96,1295,93,70,54,113,60,(X),(X),3.62,0.21,3.61,0.22,2.6,0.48,4.4,0.9,(X),(X),962,98,819,95,44,47,99,56,(X),(X),17.2,7.5,19.2,8.7,0,44.7,8.1,13.6,(X),(X),18.3,7.3,21.5,8.1,0,44.7,0,27.4,(X),(X),64.6,10.8,59.3,12.2,100,44.7,91.9,13.6,(X),(X),1785,103,1295,93,70,54,113,60,307,113,55.6,5.7,63.9,7.2,62.9,42.2,100,24.6,2.6,3.9,16.1,5.1,19.7,6.7,0,35.1,23.9,24.4,2,3.7,15.6,5.7,(X),(X),(X),(X),(X),(X),90.6,11.4,0,1.8,(X),(X),(X),(X),(X),(X),0,10,0,1.8,(X),(X),(X),(X),(X),(X),(X),(X),2,1.9,(X),(X),(X),(X),(X),(X),(X),(X),83.4,5.1,98.1,2.6,58.6,47.7,92.9,11.9,23.1,15.5,15.8,4.8,0.7,1.2,41.4,47.7,7.1,11.9,76.9,15.5,0.8,1.4,1.2,1.9,0,35.1,0,24.6,0,10,79.9,5.4,95.9,4.1,48.6,42.9,77,22.1,20.5,15.1,20.1,5.4,4.1,4.1,51.4,42.9,23,22.1,79.5,15.1
1400000US08005007201,8005007201,"Census Tract 72.01, Arapahoe County, Colorado",1208,77,371,94,98,56,247,71,492,99,2.92,0.27,4.48,0.5,3.51,0.88,3.32,0.56,1.43,0.17,716,108,371,94,98,56,247,71,(X),(X),3.78,0.31,4.4,0.51,3.13,0.87,3.11,0.53,(X),(X),432,94,234,72,49,40,149,58,(X),(X),33.3,14,28.6,19,53.1,41,34.2,26,(X),(X),31.5,11.1,48.3,19.4,46.9,41,0,19.5,(X),(X),35.2,12.9,23.1,16.8,0,42.4,65.8,26,(X),(X),1208,77,371,94,98,56,247,71,492,99,40.3,8.1,66.8,13.1,64.3,32.9,68.4,16.3,1.4,3,15.7,5.3,18.6,9.4,21.4,25.4,12.1,10.8,14.2,7.5,27.8,6.7,(X),(X),(X),(X),(X),(X),68.3,12.1,3.2,2.2,(X),(X),(X),(X),(X),(X),7.9,5.6,4,3.7,(X),(X),(X),(X),(X),(X),(X),(X),9.5,5.3,(X),(X),(X),(X),(X),(X),(X),(X),54,6.8,70.4,14.2,50,34.2,45.3,16.4,46.7,12.7,46,6.8,29.6,14.2,50,34.2,54.7,16.4,53.3,12.7,0,2.7,0,8.4,0,27.6,0,12.3,0,6.4,32.9,6,42.6,14.3,50,34.2,29.1,14.9,24,9.4,67.1,6,57.4,14.3,50,34.2,70.9,14.9,76,9.4
